fpl_code,team,player,pos,cost,2025-11-29T15:00:00Z,2025-11-29T17:30:00Z,2025-11-29T20:00:00Z,2025-11-30T12:00:00Z,2025-11-30T14:05:00Z,2025-11-30T16:30:00Z,2025-12-02T19:30:00Z,2025-12-02T20:15:00Z,2025-12-03T19:30:00Z,2025-12-03T20:15:00Z,2025-12-04T20:00:00Z,2025-12-06T12:30:00Z,2025-12-06T15:00:00Z,2025-12-06T17:30:00Z,2025-12-07T14:00:00Z,2025-12-07T16:30:00Z,2025-12-08T20:00:00Z,2025-12-13T15:00:00Z,2025-12-13T17:30:00Z,2025-12-13T20:00:00Z,2025-12-14T14:00:00Z,2025-12-14T16:30:00Z,2025-12-15T20:00:00Z,2025-12-16T20:00:00Z,2025-12-17T19:30:00Z,2025-12-17T20:15:00Z,2025-12-20T12:30:00Z,2025-12-20T15:00:00Z,2025-12-20T17:30:00Z,2025-12-20T20:00:00Z,2025-12-21T16:30:00Z,2025-12-22T20:00:00Z,2025-12-23T20:00:00Z,2025-12-26T20:00:00Z,2025-12-27T12:30:00Z,2025-12-27T15:00:00Z,2025-12-27T17:30:00Z,2025-12-28T14:00:00Z,2025-12-28T16:30:00Z,2025-12-30T19:30:00Z,2025-12-30T20:15:00Z,2026-01-01T17:30:00Z,2026-01-01T20:00:00Z,2026-01-03T12:30:00Z,2026-01-03T15:00:00Z,2026-01-03T17:30:00Z,2026-01-04T12:30:00Z,2026-01-04T15:00:00Z,2026-01-04T17:30:00Z,2026-01-06T20:00:00Z,2026-01-07T19:30:00Z,2026-01-07T20:15:00Z,2026-01-08T20:00:00Z,2026-01-17T12:30:00Z,2026-01-17T15:00:00Z,2026-01-17T17:30:00Z,2026-01-18T14:00:00Z,2026-01-18T16:30:00Z,2026-01-19T20:00:00Z,2026-01-24T12:30:00Z,2026-01-24T15:00:00Z,2026-01-24T17:30:00Z,2026-01-25T14:00:00Z,2026-01-25T16:30:00Z,2026-01-26T20:00:00Z,total_pts,ppm
448104,ARS,Hincapie,D,3.8,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,3.5,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,1.46,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,26.48,6.97
205533,CRY,Nketiah,F,3.6,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.53,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,26.46,7.35
508395,BRE,Yarmoliuk,M,2.3,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,1.73,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,2.12,0.0,0.0,2.43,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,26.42,11.49
154566,TOT,Solanke,F,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,3.62,0.0,0.0,2.65,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,26.38,5.38
242882,BOU,Diakité,D,2.8,2.99,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,1.9,0.0,0.0,0.0,26.29,9.39
226944,AVL,Kamara,M,2.9,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.58,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,2.16,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,2.43,0.0,0.0,26.19,9.03
60689,NFO,Wood,F,3.8,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.31,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,2.77,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,26.18,6.89
221632,TOT,Romero,D,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,3.76,0.0,0.0,2.04,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,25.99,7.65
106760,MUN,Shaw,D,3.9,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,2.89,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,25.94,6.65
487053,TOT,Udogie,D,3.1,0.0,0.0,2.74,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,1.88,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,25.7,8.29
437505,SUN,Isidor,F,2.9,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,2.28,0.0,0.0,2.29,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,25.66,8.85
101188,AVL,Digne,D,3.5,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,2.12,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.56,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,1.97,0.0,0.0,25.25,7.22
456512,NFO,Ndoye,M,3.5,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,2.51,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,25.23,7.21
509291,WOL,André,M,2.9,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,25.22,8.7
551226,WHU,M.Fernandes,M,3.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,24.98,7.57
451340,BHA,Mitoma,M,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,3.19,0.0,0.0,0.0,0.0,24.97,6.57
214048,WHU,Kilman,D,3.1,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,24.81,8.0
226182,LEE,Bogle,D,2.8,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,1.95,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,24.74,8.84
431248,WOL,Krejčí,D,2.5,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,24.62,9.85
490142,WHU,Potts,M,2.3,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,24.3,10.56
177815,LEE,Calvert-Lewin,F,3.7,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,24.24,6.55
577725,FUL,King,M,2.2,0.0,0.0,2.01,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,2.09,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,24.23,11.02
222694,LEE,Struijk,D,2.6,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,1.9,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,23.97,9.22
216094,LIV,Frimpong,D,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,1.98,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,23.89,5.43
586309,EVE,Barry,F,2.5,0.0,2.12,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,2.24,23.86,9.54
153133,FUL,Iwobi,M,3.7,0.0,0.0,3.29,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,1.42,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,23.59,6.38
444463,CHE,Fofana,D,3.5,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,2.42,0.0,0.0,1.88,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,1.91,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,23.49,6.71
503139,BOU,Scott,M,2.4,2.53,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,1.87,0.0,0.0,0.0,23.17,9.65
466525,LEE,Stach,M,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,2.29,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,23.09,8.88
230376,WOL,J.Arias,M,3.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,23.07,7.69
533463,BRE,O.Dango,F,3.2,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.77,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,23.06,7.21
433036,MCI,Reijnders,M,3.5,2.39,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.94,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.92,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,23.02,6.58
248056,LEE,Tanaka,M,2.7,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,1.76,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,23.02,8.53
214225,LEE,Rodon,D,2.7,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,23.01,8.52
435997,LEE,Okafor,F,3.2,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,1.94,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,22.83,7.14
195546,AVL,Buendía,M,3.4,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,2.05,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,1.83,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,1.95,0.0,0.0,22.8,6.71
503714,BUR,Ugochukwu,M,2.7,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,22.48,8.32
446008,MUN,Mbeumo,F,4.2,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,1.79,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,22.36,5.32
184341,MUN,Mount,M,4.3,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,1.91,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,22.35,5.2
466052,MCI,Cherki,M,3.5,1.99,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.95,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,1.74,0.0,1.94,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,22.16,6.33
243526,LEE,Gudmundsson,D,2.6,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.72,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,22.13,8.51
202993,TOT,Bentancur,M,3.4,0.0,0.0,1.28,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.9,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,21.89,6.44
199598,LEE,Ampadu,D,2.7,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,1.72,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,21.88,8.11
231057,WOL,Bellegarde,M,2.8,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,21.74,7.77
232859,TOT,Spence,D,3.1,0.0,0.0,2.24,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.15,0.0,0.0,1.72,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,21.72,7.01
