fpl_code,team,player,pos,cost,2025-11-29T15:00:00Z,2025-11-29T17:30:00Z,2025-11-29T20:00:00Z,2025-11-30T12:00:00Z,2025-11-30T14:05:00Z,2025-11-30T16:30:00Z,2025-12-02T19:30:00Z,2025-12-02T20:15:00Z,2025-12-03T19:30:00Z,2025-12-03T20:15:00Z,2025-12-04T20:00:00Z,2025-12-06T12:30:00Z,2025-12-06T15:00:00Z,2025-12-06T17:30:00Z,2025-12-07T14:00:00Z,2025-12-07T16:30:00Z,2025-12-08T20:00:00Z,2025-12-13T15:00:00Z,2025-12-13T17:30:00Z,2025-12-13T20:00:00Z,2025-12-14T14:00:00Z,2025-12-14T16:30:00Z,2025-12-15T20:00:00Z,2025-12-16T20:00:00Z,2025-12-17T19:30:00Z,2025-12-17T20:15:00Z,2025-12-20T12:30:00Z,2025-12-20T15:00:00Z,2025-12-20T17:30:00Z,2025-12-20T20:00:00Z,2025-12-21T16:30:00Z,2025-12-22T20:00:00Z,2025-12-23T20:00:00Z,2025-12-26T20:00:00Z,2025-12-27T12:30:00Z,2025-12-27T15:00:00Z,2025-12-27T17:30:00Z,2025-12-28T14:00:00Z,2025-12-28T16:30:00Z,2025-12-30T19:30:00Z,2025-12-30T20:15:00Z,2026-01-01T17:30:00Z,2026-01-01T20:00:00Z,2026-01-03T12:30:00Z,2026-01-03T15:00:00Z,2026-01-03T17:30:00Z,2026-01-04T12:30:00Z,2026-01-04T15:00:00Z,2026-01-04T17:30:00Z,2026-01-06T20:00:00Z,2026-01-07T19:30:00Z,2026-01-07T20:15:00Z,2026-01-08T20:00:00Z,2026-01-17T12:30:00Z,2026-01-17T15:00:00Z,2026-01-17T17:30:00Z,2026-01-18T14:00:00Z,2026-01-18T16:30:00Z,2026-01-19T20:00:00Z,2026-01-24T12:30:00Z,2026-01-24T15:00:00Z,2026-01-24T17:30:00Z,2026-01-25T14:00:00Z,2026-01-25T16:30:00Z,2026-01-26T20:00:00Z,total_pts,ppm
577016,CHE,Acheampong,D,2.6,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.96,0.0,0.0,0.87,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,10.38,3.99
547027,SUN,Diarra,M,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.99,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.3,3.82
76357,FUL,Cairney,M,2.8,0.0,0.0,0.56,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.96,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,10.25,3.66
244042,FUL,Muniz,F,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,1.9,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,10.24,3.01
434752,LEE,Bijol,D,2.6,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,10.2,3.92
80801,EVE,Gana,M,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,2.99,10.14,3.07
434399,SUN,Reinildo,D,2.5,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.89,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.1,4.04
210462,NFO,Sangaré,M,2.9,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,2.07,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,10.08,3.47
223541,LIV,Chiesa,F,4.7,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.63,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,10.02,2.13
126184,MCI,Aké,D,4.3,0.5,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.63,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.94,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,9.99,2.32
108413,CRY,Hughes,M,3.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.88,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,9.92,3.2
180804,BUR,Tuanzebe,D,2.5,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,9.89,3.96
547719,NEW,L.Miley,M,2.7,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.74,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,9.87,3.66
204968,NFO,Yates,M,2.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,9.85,3.79
87835,WOL,Doherty,D,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,9.78,3.15
564406,SUN,Mayenda,F,2.8,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.88,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.77,3.49
516895,MUN,Mainoo,M,3.8,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,1.03,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,9.73,2.56
440323,BUR,Broja,F,3.6,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,9.69,2.69
198869,ARS,White,D,4.5,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.03,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.49,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,9.64,2.14
149484,AVL,Mings,D,3.3,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.65,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.75,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.85,0.0,0.0,9.61,2.91
444145,ARS,Martinelli,F,5.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.94,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.67,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,9.59,1.92
492777,LIV,Bradley,D,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,1.07,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,9.48,2.63
554197,SUN,Rigg,M,2.7,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.82,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,3.49
485047,NFO,Morato,D,2.7,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.29,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,9.38,3.47
433154,EVE,McNeil,M,3.5,0.0,0.41,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.33,2.67
204120,BHA,Boscagli,D,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.75,0.0,0.0,0.0,0.0,9.33,3.46
463936,CHE,Gittens,F,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.91,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,9.19,2.48
246301,FUL,J.Cuenca,D,2.7,0.0,0.0,0.38,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.82,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,9.19,3.4
57328,CRY,Clyne,D,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.79,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,9.07,3.49
578153,MCI,Khusanov,D,3.3,0.58,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.36,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.83,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,9.0,2.73
209243,AVL,Sancho,M,4.4,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.69,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,1.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.88,0.0,0.0,9.0,2.04
242898,TOT,Johnson,M,3.8,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.64,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,8.96,2.36
166477,FUL,Castagne,D,3.2,0.0,0.0,0.42,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.8,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,8.94,2.79
478969,BUR,Ekdal,D,2.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,8.89,4.23
651426,CRY,Canvot,D,2.3,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.85,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,8.86,3.85
111478,BHA,Veltman,D,3.2,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.67,0.0,0.0,0.0,0.0,8.78,2.75
250199,NFO,Dominguez,M,3.3,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,8.74,2.65
225321,NEW,Ramsdale,G,3.6,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.41,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,8.63,2.4
223434,WHU,Igor,D,2.6,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,8.61,3.31
432714,NFO,McAtee,M,2.9,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,8.52,2.94
482442,TOT,P.M.Sarr,M,3.2,0.0,0.0,1.26,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.52,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,8.48,2.65
489706,CRY,Devenny,M,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.79,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,8.31,3.61
220627,LEE,Justin,D,2.5,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,8.28,3.31
532605,CHE,Andrey Santos,M,2.9,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,1.18,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.53,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,8.22,2.83
503301,NFO,Hutchinson,F,3.2,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,8.17,2.55
