fpl_code,team,player,pos,cost,2025-11-29,2025-11-30,2025-12-02,2025-12-03,2025-12-04,2025-12-06,2025-12-07,2025-12-08,2025-12-13,2025-12-14,2025-12-15,2025-12-20,2025-12-21,2025-12-22,2025-12-26,2025-12-27,2025-12-28,2025-12-30,2026-01-01,2026-01-03,2026-01-04,2026-01-06,2026-01-07,2026-01-08,2026-01-17,2026-01-18,2026-01-19,2026-01-24,2026-01-25,2026-01-26,total_pts,ppm
564406,SUN,Mayenda,F,7.2,0.47,0.0,0.0,0.54,0.0,0.52,0.0,0.0,0.0,0.59,0.0,1.79,0.0,0.0,0.0,0.0,2.01,0.0,1.75,0.0,1.14,0.0,1.09,0.0,0.95,0.0,0.0,0.79,0.0,0.0,11.64,1.62
232112,MUN,Ugarte,M,7.3,0.0,0.95,0.0,0.0,1.31,0.0,0.0,1.09,0.0,0.0,0.97,0.0,1.11,0.0,1.14,0.0,0.0,1.22,0.0,0.0,1.07,0.0,0.99,0.0,0.94,0.0,0.0,0.0,0.8,0.0,11.57,1.59
434752,LEE,Bijol,D,6.1,0.56,0.0,0.0,0.98,0.0,0.86,0.0,0.0,0.0,1.09,0.0,1.14,0.0,0.0,0.0,0.0,1.38,0.0,0.71,0.0,1.2,0.0,0.97,0.0,1.42,0.0,0.0,0.0,0.0,1.16,11.48,1.88
547027,SUN,Diarra,M,6.9,0.0,0.0,0.0,0.84,0.0,1.34,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.14,0.0,1.91,0.0,0.0,2.48,0.0,0.0,11.44,1.66
180804,BUR,Tuanzebe,D,7.1,1.52,0.0,0.0,1.96,0.0,1.25,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.89,0.0,0.78,0.0,0.0,2.03,0.0,0.0,11.43,1.61
87835,WOL,Doherty,D,7.4,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.79,0.6,0.0,0.0,2.03,0.0,0.0,0.0,1.25,0.0,1.66,0.0,1.57,0.0,0.0,1.33,0.0,0.0,1.07,0.0,0.6,0.0,0.0,11.42,1.54
109646,CHE,Tosin,D,7.2,0.0,0.67,0.0,1.1,0.0,1.0,0.0,0.0,1.12,0.0,0.0,0.91,0.0,0.0,0.0,1.12,0.0,1.22,0.0,0.0,0.8,0.0,1.23,0.0,1.24,0.0,0.0,0.0,0.96,0.0,11.36,1.58
577016,CHE,Acheampong,D,6.1,0.0,0.7,0.0,1.08,0.0,1.0,0.0,0.0,1.18,0.0,0.0,0.91,0.0,0.0,0.0,1.15,0.0,1.17,0.0,0.0,0.86,0.0,1.03,0.0,1.15,0.0,0.0,0.0,0.99,0.0,11.22,1.84
444145,ARS,Martinelli,M,10.0,0.0,1.02,0.0,1.19,0.0,1.02,0.0,0.0,1.19,0.0,0.0,0.9,0.0,0.0,0.0,0.96,0.0,0.96,0.0,0.96,0.0,0.0,0.0,0.9,1.03,0.0,0.0,0.0,0.99,0.0,11.12,1.11
242898,TOT,Johnson,M,8.4,0.96,0.0,1.02,0.0,0.0,1.23,0.0,0.0,0.0,1.09,0.0,1.12,0.0,0.0,0.0,0.0,0.81,0.0,0.88,0.0,1.08,0.0,0.79,0.0,1.01,0.0,0.0,0.98,0.0,0.0,10.96,1.3
492777,LIV,Bradley,D,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,1.83,0.0,0.0,2.07,0.0,1.43,0.0,0.0,1.28,1.97,0.0,0.0,1.36,0.0,0.0,10.67,1.57
554197,SUN,Rigg,M,6.9,0.48,0.0,0.0,0.68,0.0,0.55,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,2.27,0.0,2.01,0.0,1.0,0.0,0.95,0.0,0.63,0.0,0.0,0.0,0.0,0.0,10.64,1.54
149484,AVL,Mings,D,6.8,0.0,0.79,0.0,0.71,0.0,0.8,0.0,0.0,0.0,1.09,0.0,0.0,1.08,0.0,0.0,0.82,0.0,0.82,0.0,1.29,0.0,0.0,0.99,0.0,0.0,1.2,0.0,0.0,0.95,0.0,10.54,1.55
207283,BRE,Jensen,M,7.0,0.69,0.0,0.0,0.59,0.0,0.76,0.0,0.0,0.0,0.92,0.0,1.17,0.0,0.0,0.0,1.17,0.0,0.0,1.24,0.0,0.96,0.0,1.16,0.0,0.88,0.0,0.0,0.0,0.87,0.0,10.41,1.49
80801,EVE,Gana,M,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.24,0.0,0.0,2.12,0.0,0.0,0.0,3.13,10.34,1.28
126184,MCI,Aké,D,8.0,0.54,0.0,0.58,0.0,0.0,0.82,0.0,0.0,0.0,0.69,0.0,1.32,0.0,0.0,0.0,1.14,0.0,0.0,1.39,0.0,0.94,0.0,1.04,0.0,0.91,0.0,0.0,0.95,0.0,0.0,10.33,1.29
209243,AVL,Sancho,M,7.7,0.0,0.9,0.0,0.78,0.0,0.71,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.11,0.0,1.27,0.0,0.0,1.06,0.0,0.0,1.13,0.0,0.0,1.02,0.0,10.28,1.33
76357,FUL,Cairney,M,6.7,0.6,0.0,0.62,0.0,0.0,0.0,0.76,0.0,0.84,0.0,0.0,0.0,0.0,1.2,0.0,1.22,0.0,0.0,1.18,0.0,0.99,0.0,1.02,0.0,0.94,0.0,0.0,0.9,0.0,0.0,10.27,1.53
432714,NFO,McAtee,M,6.9,0.0,1.15,0.0,1.11,0.0,1.04,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.87,0.0,0.85,0.0,0.97,0.0,0.83,0.0,0.97,0.0,0.0,0.76,0.0,0.0,0.0,0.8,0.0,10.25,1.49
204968,NFO,Yates,M,7.4,0.0,1.22,0.0,1.19,0.0,1.12,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.9,0.0,0.85,0.0,0.99,0.0,0.77,0.0,0.81,0.0,0.0,0.66,0.0,0.0,0.0,0.65,0.0,10.24,1.38
204120,BHA,Boscagli,D,6.7,0.0,0.0,0.0,0.88,0.0,0.0,1.23,0.0,0.64,0.0,0.0,1.41,0.0,0.0,0.0,0.79,0.0,1.31,0.0,1.47,0.0,0.0,0.67,0.0,0.0,0.0,0.94,0.81,0.0,0.0,10.16,1.52
488213,WOL,Tolu,F,6.5,0.0,1.43,0.0,1.54,0.0,0.0,0.0,1.55,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.79,0.0,0.0,1.25,0.0,1.42,0.0,0.0,10.11,1.55
433154,EVE,McNeil,M,7.5,0.45,0.0,0.82,0.0,0.0,1.01,0.0,0.0,0.64,0.0,0.0,1.27,0.0,0.0,0.0,1.51,0.0,1.32,0.0,0.0,0.99,0.0,0.93,0.0,0.0,0.62,0.0,0.0,0.0,0.53,10.1,1.35
210462,NFO,Sangaré,M,6.7,0.0,2.12,0.0,2.08,0.0,1.93,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.45,0.0,0.0,0.56,0.0,0.0,0.0,0.93,0.0,10.04,1.5
503301,NFO,Hutchinson,M,6.6,0.0,1.23,0.0,1.05,0.0,1.02,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.82,0.0,0.79,0.0,0.87,0.0,0.89,0.0,0.9,0.0,0.0,0.74,0.0,0.0,0.0,0.83,0.0,9.99,1.51
485047,NFO,Morato,D,6.8,0.0,0.71,0.0,1.37,0.0,1.21,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.84,0.0,0.71,0.0,1.04,0.0,0.75,0.0,0.86,0.0,0.0,0.78,0.0,0.0,0.0,0.71,0.0,9.96,1.47
516895,MUN,Mainoo,M,7.3,0.0,0.57,0.0,0.0,0.78,0.0,0.0,0.75,0.0,0.0,0.84,0.0,1.1,0.0,1.09,0.0,0.0,1.22,0.0,0.0,1.03,0.0,1.04,0.0,0.83,0.0,0.0,0.0,0.65,0.0,9.91,1.36
482442,TOT,P.M.Sarr,M,7.4,1.48,0.0,1.43,0.0,0.0,1.61,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.62,0.0,0.94,0.0,0.0,1.44,0.0,0.0,9.9,1.34
204580,BRE,Janelt,M,7.6,0.57,0.0,0.0,0.63,0.0,0.71,0.0,0.0,0.0,0.82,0.0,1.12,0.0,0.0,0.0,1.11,0.0,0.0,1.18,0.0,0.97,0.0,1.06,0.0,0.86,0.0,0.0,0.0,0.84,0.0,9.89,1.3
478969,BUR,Ekdal,D,6.1,0.33,0.0,0.0,0.47,0.0,0.45,0.0,0.0,0.61,0.0,0.0,1.45,0.0,0.0,0.0,2.13,0.0,1.69,0.0,0.77,0.0,0.0,0.95,0.0,0.44,0.0,0.0,0.56,0.0,0.0,9.85,1.62
578153,MCI,Khusanov,D,6.5,0.64,0.0,0.62,0.0,0.0,0.8,0.0,0.0,0.0,0.7,0.0,1.07,0.0,0.0,0.0,0.97,0.0,0.0,1.12,0.0,0.91,0.0,0.93,0.0,0.86,0.0,0.0,1.14,0.0,0.0,9.77,1.5
111478,BHA,Veltman,D,7.1,0.0,0.47,0.0,0.93,0.0,0.0,1.29,0.0,0.63,0.0,0.0,1.34,0.0,0.0,0.0,0.63,0.0,1.1,0.0,1.18,0.0,0.0,0.61,0.0,0.0,0.0,0.77,0.73,0.0,0.0,9.68,1.36
547719,NEW,L.Miley,M,6.3,0.61,0.0,0.7,0.0,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.86,0.0,0.0,0.96,0.0,0.0,1.05,0.0,0.0,0.98,0.0,0.87,0.0,0.0,0.86,0.0,0.0,0.82,0.0,9.62,1.53
246301,FUL,J.Cuenca,D,6.5,0.41,0.0,0.5,0.0,0.0,0.0,0.69,0.0,0.78,0.0,0.0,0.0,0.0,1.48,0.0,1.54,0.0,0.0,1.1,0.0,0.85,0.0,0.89,0.0,0.8,0.0,0.0,0.57,0.0,0.0,9.61,1.48
223434,WHU,Igor,D,6.8,0.0,0.7,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.76,0.0,1.06,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.25,0.0,1.08,0.0,0.0,0.83,0.0,0.0,1.05,0.0,0.0,9.58,1.41
485337,AVL,Guessand,M,8.0,0.0,1.48,0.0,1.32,0.0,1.17,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.62,0.0,0.0,1.15,0.0,0.0,1.48,0.0,9.57,1.2
198869,ARS,White,D,8.8,0.0,0.51,0.0,1.07,0.0,0.86,0.0,0.0,1.12,0.0,0.0,0.96,0.0,0.0,0.0,0.93,0.0,0.89,0.0,0.77,0.0,0.0,0.0,0.79,0.73,0.0,0.0,0.0,0.88,0.0,9.51,1.08
489706,CRY,Devenny,M,6.3,0.0,0.0,0.0,0.52,0.0,0.0,0.53,0.0,0.0,0.48,0.0,1.46,0.0,0.0,0.0,0.0,1.62,0.0,1.55,0.0,0.97,0.0,0.95,0.0,0.85,0.0,0.0,0.0,0.54,0.0,9.47,1.5
643135,WOL,Fer López,M,6.9,0.0,0.45,0.0,0.61,0.0,0.0,0.0,0.69,0.57,0.0,0.0,1.39,0.0,0.0,0.0,1.15,0.0,1.27,0.0,1.14,0.0,0.0,0.91,0.0,0.0,0.71,0.0,0.49,0.0,0.0,9.37,1.36
230001,MUN,Mazraoui,D,7.8,0.0,1.19,0.0,0.0,1.65,0.0,0.0,1.33,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.01,0.0,0.91,0.0,0.0,0.0,0.88,0.0,9.11,1.17
651426,CRY,Canvot,D,6.7,0.0,0.47,0.0,0.73,0.0,0.0,0.78,0.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,0.0,1.06,0.0,1.1,0.0,0.8,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.69,0.0,9.11,1.36
220627,LEE,Justin,D,6.1,0.39,0.0,0.0,0.61,0.0,0.65,0.0,0.0,0.0,0.81,0.0,0.98,0.0,0.0,0.0,0.0,1.18,0.0,0.73,0.0,1.05,0.0,0.78,0.0,0.95,0.0,0.0,0.0,0.0,0.95,9.09,1.49
166477,FUL,Castagne,D,7.1,0.45,0.0,0.52,0.0,0.0,0.0,0.76,0.0,0.86,0.0,0.0,0.0,0.0,1.11,0.0,1.16,0.0,0.0,0.96,0.0,0.78,0.0,0.86,0.0,0.84,0.0,0.0,0.74,0.0,0.0,9.04,1.27
57328,CRY,Clyne,D,6.5,0.0,0.0,0.0,1.27,0.0,0.0,0.93,0.0,0.0,0.74,0.0,1.02,0.0,0.0,0.0,0.0,1.0,0.0,0.97,0.0,0.69,0.0,0.83,0.0,0.81,0.0,0.0,0.0,0.66,0.0,8.94,1.37
250199,NFO,Dominguez,M,7.5,0.0,0.93,0.0,0.94,0.0,0.92,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.78,0.0,0.74,0.0,0.94,0.0,0.74,0.0,0.83,0.0,0.0,0.66,0.0,0.0,0.0,0.61,0.0,8.85,1.18
108413,CRY,Hughes,M,7.8,0.0,0.4,0.0,0.58,0.0,0.0,0.64,0.0,0.0,0.63,0.0,1.09,0.0,0.0,0.0,0.0,1.17,0.0,1.08,0.0,0.79,0.0,0.85,0.0,0.82,0.0,0.0,0.0,0.67,0.0,8.72,1.12
511499,TOT,Tel,F,7.6,0.84,0.0,0.9,0.0,0.0,0.93,0.0,0.0,0.0,0.72,0.0,0.74,0.0,0.0,0.0,0.0,0.64,0.0,0.65,0.0,0.88,0.0,0.75,0.0,0.83,0.0,0.0,0.7,0.0,0.0,8.58,1.13
168636,BOU,Enes Ünal,F,6.9,0.77,0.0,0.93,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.84,1.22,0.0,0.0,0.0,0.78,0.0,0.73,0.0,0.53,0.0,0.0,0.76,0.0,0.0,0.0,0.57,0.54,0.0,0.0,8.58,1.24
225321,NEW,Ramsdale,G,7.3,0.6,0.0,0.67,0.0,0.0,0.72,0.0,0.0,0.0,0.82,0.0,0.63,0.0,0.0,0.65,0.0,0.0,0.88,0.0,0.0,0.84,0.0,1.01,0.0,0.0,0.82,0.0,0.0,0.9,0.0,8.55,1.17
159533,FUL,Adama,M,7.4,0.53,0.0,0.52,0.0,0.0,0.0,0.72,0.0,0.65,0.0,0.0,0.0,0.0,1.26,0.0,1.18,0.0,0.0,1.06,0.0,0.77,0.0,0.69,0.0,0.61,0.0,0.0,0.53,0.0,0.0,8.5,1.15
216646,NEW,Wissa,F,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.53,0.0,0.0,1.96,0.0,0.0,2.62,0.0,8.45,0.84
235826,LEE,Piroe,F,7.2,0.5,0.0,0.0,0.72,0.0,0.77,0.0,0.0,0.0,0.73,0.0,0.82,0.0,0.0,0.0,0.0,0.91,0.0,0.78,0.0,0.85,0.0,0.73,0.0,0.78,0.0,0.0,0.0,0.0,0.73,8.32,1.16
532605,CHE,Andrey Santos,M,6.3,0.0,0.76,0.0,1.19,0.0,1.0,0.0,0.0,0.76,0.0,0.0,0.64,0.0,0.0,0.0,0.64,0.0,0.68,0.0,0.0,0.67,0.0,0.58,0.0,0.75,0.0,0.0,0.0,0.6,0.0,8.26,1.31
159506,NFO,Aina,D,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.22,0.0,0.0,2.06,0.0,0.0,0.0,2.44,0.0,8.24,1.0
489888,BOU,Adli,M,6.6,1.56,0.0,1.37,0.0,0.0,1.32,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.55,0.0,0.0,0.0,0.73,1.07,0.0,0.0,8.21,1.24
549912,SUN,Talbi,M,6.9,1.17,0.0,0.0,1.03,0.0,1.07,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.76,0.0,0.97,0.0,0.0,1.2,0.0,0.0,8.14,1.18
536109,WHU,Scarles,D,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.57,0.0,1.34,0.0,1.77,0.0,0.0,1.12,0.0,0.0,1.03,0.0,0.0,7.84,1.21
564940,WHU,S.Magassa,M,6.3,0.0,0.47,0.0,0.0,0.47,0.0,0.66,0.0,0.0,0.56,0.0,0.86,0.0,0.0,0.0,0.82,0.0,1.23,0.0,0.72,0.0,0.68,0.0,0.0,0.63,0.0,0.0,0.69,0.0,0.0,7.8,1.24
174592,BUR,Edwards,M,6.9,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.61,0.0,0.0,0.96,0.0,0.0,0.0,0.97,0.0,0.99,0.0,0.84,0.0,0.0,0.9,0.0,0.69,0.0,0.0,0.74,0.0,0.0,7.68,1.11
435973,BUR,Foster,F,7.2,1.06,0.0,0.0,1.05,0.0,1.04,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.64,0.0,0.89,0.0,0.0,1.3,0.0,0.0,7.67,1.07
551210,CHE,Hato,D,7.3,0.0,0.0,0.0,0.7,0.0,0.74,0.0,0.0,0.86,0.0,0.0,0.69,0.0,0.0,0.0,0.89,0.0,0.8,0.0,0.0,0.63,0.0,0.72,0.0,0.84,0.0,0.0,0.0,0.73,0.0,7.6,1.04
501837,WOL,Mosquera,D,6.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.37,0.29,0.0,0.0,1.35,0.0,0.0,0.0,0.8,0.0,1.11,0.0,1.14,0.0,0.0,0.86,0.0,0.0,0.69,0.0,0.37,0.0,0.0,7.38,1.14
229384,WHU,Irving,M,6.3,0.0,0.5,0.0,0.0,0.5,0.0,0.58,0.0,0.0,0.53,0.0,0.77,0.0,0.0,0.0,0.8,0.0,0.84,0.0,0.63,0.0,0.66,0.0,0.0,0.64,0.0,0.0,0.75,0.0,0.0,7.2,1.14
461199,SUN,Mundle,M,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.57,0.0,1.44,0.0,0.87,0.0,0.83,0.0,0.56,0.0,0.0,0.46,0.0,0.0,7.19,1.04
158499,BOU,Christie,M,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.95,0.0,1.19,0.0,0.0,1.53,0.0,0.0,0.0,1.3,1.42,0.0,0.0,7.11,0.94
223336,SUN,Neil,M,6.9,0.0,0.0,0.0,0.44,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.55,0.0,1.61,0.0,0.58,0.0,0.56,0.0,0.4,0.0,0.0,0.0,0.0,0.0,7.07,1.02
231065,BRE,Pinnock,D,7.1,0.0,0.0,0.0,0.45,0.0,0.7,0.0,0.0,0.0,0.76,0.0,0.72,0.0,0.0,0.0,0.79,0.0,0.0,0.75,0.0,0.68,0.0,0.82,0.0,0.49,0.0,0.0,0.0,0.68,0.0,6.86,0.97
499169,ARS,Lewis-Skelly,D,7.4,0.0,0.44,0.0,0.67,0.0,0.6,0.0,0.0,0.93,0.0,0.0,0.63,0.0,0.0,0.0,0.6,0.0,0.61,0.0,0.6,0.0,0.0,0.0,0.55,0.59,0.0,0.0,0.0,0.56,0.0,6.79,0.92
218328,FUL,Chukwueze,M,6.3,0.86,0.0,0.86,0.0,0.0,0.0,1.02,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.56,0.0,0.78,0.0,0.0,0.9,0.0,0.0,6.65,1.05
547701,TOT,Gray,M,7.4,0.41,0.0,0.4,0.0,0.0,0.51,0.0,0.0,0.0,0.55,0.0,0.82,0.0,0.0,0.0,0.0,0.81,0.0,0.85,0.0,0.69,0.0,0.57,0.0,0.58,0.0,0.0,0.44,0.0,0.0,6.63,0.9
242880,CHE,B.Badiashile,D,6.1,0.0,0.37,0.0,0.65,0.0,0.63,0.0,0.0,0.64,0.0,0.0,0.55,0.0,0.0,0.0,0.72,0.0,0.59,0.0,0.0,0.46,0.0,0.64,0.0,0.7,0.0,0.0,0.0,0.62,0.0,6.56,1.08
463981,BOU,Hill,D,6.8,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.96,0.0,0.0,0.0,0.63,0.0,0.56,0.0,0.62,0.0,0.0,0.67,0.0,0.0,0.0,0.59,0.57,0.0,0.0,6.51,0.96
77794,NEW,Trippier,D,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.86,0.0,0.0,1.09,0.0,1.33,0.0,0.0,1.26,0.0,0.0,1.26,0.0,6.2,0.79
535818,SUN,Adingra,M,7.0,0.85,0.0,0.0,0.83,0.0,0.81,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.6,0.0,0.75,0.0,0.0,0.87,0.0,0.0,6.14,0.88
194010,BRE,Henry,D,6.1,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.62,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.78,0.0,0.7,0.0,0.85,0.0,0.54,0.0,0.0,0.0,0.71,0.0,5.99,0.98
465527,BUR,Hannibal,M,6.3,0.55,0.0,0.0,0.71,0.0,0.72,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.61,0.0,0.0,0.96,0.0,0.0,5.35,0.85
519895,BUR,Sonne,D,6.1,0.0,0.0,0.0,0.46,0.0,0.37,0.0,0.0,0.51,0.0,0.0,0.56,0.0,0.0,0.0,0.77,0.0,0.67,0.0,0.53,0.0,0.0,0.54,0.0,0.33,0.0,0.0,0.5,0.0,0.0,5.23,0.86
88894,AVL,Barkley,M,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.95,0.0,0.0,0.62,0.0,0.62,0.0,0.68,0.0,0.0,0.65,0.0,0.0,0.66,0.0,0.0,0.54,0.0,5.19,0.73
218364,CRY,Sosa,D,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.69,0.0,0.0,0.0,0.0,0.87,0.0,0.8,0.0,0.53,0.0,0.62,0.0,0.68,0.0,0.0,0.0,0.52,0.0,5.17,0.77
480455,EVE,Branthwaite,D,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,3.97,5.08,0.69
15157,BHA,Milner,M,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.74,0.0,1.0,0.0,0.82,0.0,0.0,0.61,0.0,0.0,0.0,0.57,0.43,0.0,0.0,4.93,0.78
59949,EVE,Coleman,D,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.96,0.0,0.88,0.0,0.0,0.79,0.0,0.77,0.0,0.0,0.56,0.0,0.0,0.0,0.49,4.83,0.79
221399,LEE,Harrison,M,7.6,0.0,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.55,0.0,0.46,0.0,0.52,0.0,0.44,0.0,0.47,0.0,0.0,0.0,0.0,0.48,4.78,0.63
167512,SUN,O'Nien,D,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.65,0.0,0.0,0.0,0.0,0.94,0.0,0.58,0.0,0.59,0.0,0.54,0.0,0.47,0.0,0.0,0.49,0.0,0.0,4.66,0.76
461188,BUR,Humphreys,D,6.1,0.0,0.0,0.0,0.39,0.0,0.34,0.0,0.0,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.62,0.0,0.59,0.0,0.44,0.0,0.0,0.47,0.0,0.35,0.0,0.0,0.45,0.0,0.0,4.65,0.76
577114,WHU,L.Guilherme,M,6.3,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.61,0.0,0.0,0.0,0.61,0.0,0.64,0.0,0.47,0.0,0.52,0.0,0.0,0.47,0.0,0.0,0.49,0.0,0.0,4.63,0.73
243571,EVE,Patterson,D,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.92,0.0,0.69,0.0,0.0,0.67,0.0,0.64,0.0,0.0,0.45,0.0,0.0,0.0,0.5,4.56,0.7
109345,BHA,March,M,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.48,0.0,0.7,0.0,0.79,0.0,0.0,0.54,0.0,0.0,0.0,0.64,0.55,0.0,0.0,4.5,0.63
549074,BHA,Watson,M,6.9,0.0,0.9,0.0,1.43,0.0,0.0,1.47,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.65
461195,SUN,Cirkin,D,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.43,0.0,0.88,0.0,0.53,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.72
128295,ARS,Nørgaard,M,8.4,0.0,0.0,0.0,0.52,0.0,0.43,0.0,0.0,0.44,0.0,0.0,0.4,0.0,0.0,0.0,0.41,0.0,0.41,0.0,0.4,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.42,0.0,4.25,0.51
514356,CHE,Lavia,M,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.63,0.0,0.66,0.0,0.0,0.59,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.61,0.0,4.18,0.6
444884,AVL,Elliott,M,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.57,0.0,0.54,0.0,0.65,0.0,0.0,0.55,0.0,0.0,0.55,0.0,0.0,0.48,0.0,4.1,0.59
437738,LEE,Bornauw,D,6.1,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.41,0.0,0.41,0.0,0.0,0.0,0.0,0.53,0.0,0.38,0.0,0.53,0.0,0.41,0.0,0.54,0.0,0.0,0.0,0.0,0.54,4.06,0.67
