fpl_code,team,player,pos,cost,13,14,15,16,17,18,19,20,21,22,23,total_pts,ppm
80801,EVE,Gana,M,5.4,0.0,0.0,0.0,2.77,0.0,0.0,0.0,1.18,1.24,2.19,3.28,10.66,1.97
207283,BRE,Jensen,M,4.9,0.72,0.58,0.75,0.96,1.21,1.2,1.27,0.97,1.2,0.87,0.91,10.65,2.17
109646,CHE,Tosin,D,4.2,0.61,1.0,0.91,1.02,0.82,1.02,1.12,0.74,1.13,1.13,0.87,10.35,2.46
76357,FUL,Cairney,M,4.9,0.58,0.61,0.76,0.86,1.23,1.22,1.18,0.98,1.02,0.95,0.9,10.29,2.1
463936,CHE,Gittens,M,6.1,0.81,1.05,0.95,0.91,0.81,1.0,1.0,0.82,0.92,1.04,0.84,10.15,1.66
554197,SUN,Rigg,M,4.8,0.44,0.61,0.5,0.0,1.98,2.28,1.86,0.92,0.87,0.59,0.0,10.05,2.09
444145,ARS,Martinelli,M,6.8,0.93,1.07,0.92,1.09,0.8,0.88,0.88,0.84,0.81,0.92,0.9,10.04,1.48
204580,BRE,Janelt,M,4.9,0.59,0.62,0.7,0.85,1.16,1.14,1.2,0.98,1.08,0.85,0.87,10.04,2.05
433154,EVE,McNeil,M,5.5,0.43,0.77,1.01,0.6,1.26,1.55,1.3,0.97,0.94,0.6,0.53,9.96,1.81
492777,LIV,Bradley,D,5.0,0.0,0.0,0.0,0.0,0.65,1.73,1.98,1.33,1.16,1.87,1.24,9.96,1.99
564406,SUN,Mayenda,F,5.3,0.38,0.44,0.43,0.48,1.57,1.87,1.54,0.93,0.88,0.81,0.63,9.95,1.88
209243,AVL,Sancho,M,5.8,0.89,0.75,0.68,0.98,0.0,1.18,1.06,1.24,1.01,1.11,0.95,9.84,1.7
478969,BUR,Ekdal,D,4.0,0.3,0.43,0.41,0.55,1.6,2.16,1.75,0.76,0.91,0.45,0.51,9.84,2.46
440323,BUR,Broja,F,5.2,0.73,0.75,0.73,0.83,1.03,1.03,1.1,0.97,0.98,0.83,0.87,9.83,1.89
577016,CHE,Acheampong,D,3.9,0.62,0.95,0.86,1.04,0.78,1.02,1.03,0.76,0.9,0.99,0.86,9.8,2.51
204968,NFO,Yates,M,4.7,1.21,1.17,1.08,1.02,0.86,0.79,0.95,0.72,0.75,0.63,0.6,9.78,2.08
149484,AVL,Mings,D,4.4,0.71,0.65,0.74,0.98,0.99,0.76,0.79,1.19,0.91,1.11,0.87,9.7,2.21
516895,MUN,Mainoo,M,4.7,0.55,0.76,0.74,0.83,1.06,1.05,1.24,1.01,1.03,0.79,0.62,9.67,2.06
242898,TOT,Johnson,M,6.6,0.86,0.88,1.09,0.96,0.99,0.72,0.75,0.95,0.68,0.9,0.88,9.64,1.46
547719,NEW,L.Miley,M,4.4,0.59,0.69,0.98,0.93,0.85,0.94,1.06,0.98,0.88,0.86,0.81,9.56,2.17
204120,BHA,Boscagli,D,4.2,0.0,0.81,1.14,0.61,1.32,0.75,1.21,1.39,0.63,0.86,0.74,9.45,2.25
223434,WHU,Igor,D,4.5,0.68,0.64,0.0,0.69,1.27,2.16,0.0,1.17,0.99,0.77,0.96,9.32,2.07
482442,TOT,P.M.Sarr,M,4.8,1.43,1.3,1.54,1.54,0.0,0.0,0.0,0.71,0.55,0.86,1.37,9.3,1.94
432714,NFO,McAtee,M,5.1,1.07,1.02,0.93,0.82,0.79,0.76,0.89,0.73,0.86,0.69,0.69,9.27,1.82
485047,NFO,Morato,D,4.3,0.65,1.29,1.14,0.89,0.77,0.68,0.96,0.69,0.78,0.74,0.65,9.26,2.15
126184,MCI,Aké,D,5.3,0.48,0.51,0.73,0.62,1.19,1.02,1.24,0.84,0.93,0.81,0.85,9.23,1.74
108413,CRY,Hughes,M,4.8,0.42,0.61,0.67,0.63,1.13,1.2,1.16,0.78,0.89,0.84,0.69,9.02,1.88
503301,NFO,Hutchinson,M,5.4,1.16,0.95,0.92,0.75,0.73,0.71,0.79,0.8,0.8,0.68,0.71,9.0,1.67
246301,FUL,J.Cuenca,D,4.3,0.37,0.46,0.63,0.7,1.4,1.46,1.05,0.8,0.82,0.72,0.51,8.91,2.07
111478,BHA,Veltman,D,4.3,0.43,0.85,1.18,0.59,1.21,0.58,0.98,1.09,0.57,0.69,0.66,8.81,2.05
198869,ARS,White,D,5.3,0.47,1.0,0.79,1.05,0.88,0.86,0.83,0.71,0.72,0.67,0.81,8.79,1.66
485337,AVL,Guessand,M,6.2,1.38,1.2,1.08,1.46,0.0,0.0,0.0,0.65,0.54,1.05,1.32,8.68,1.4
578153,MCI,Khusanov,D,5.4,0.56,0.54,0.7,0.61,0.94,0.85,0.99,0.81,0.83,0.75,1.02,8.61,1.59
489706,CRY,Devenny,M,4.3,0.0,0.46,0.47,0.42,1.35,1.48,1.43,0.84,0.86,0.74,0.47,8.52,1.98
488213,WOL,Tolu,F,5.5,1.21,1.31,1.36,1.04,0.0,0.0,0.0,0.74,0.63,1.03,1.18,8.5,1.54
643135,WOL,Fer López,M,5.2,0.4,0.55,0.62,0.5,1.27,1.0,1.15,1.04,0.81,0.63,0.43,8.42,1.62
651426,CRY,Canvot,D,4.5,0.43,0.67,0.71,0.62,0.92,0.96,1.02,0.74,0.83,0.81,0.64,8.35,1.86
220627,LEE,Justin,D,3.9,0.37,0.56,0.61,0.74,0.9,1.05,0.7,0.96,0.7,0.87,0.85,8.31,2.13
166477,FUL,Castagne,D,4.3,0.41,0.48,0.7,0.78,1.01,1.04,0.88,0.72,0.79,0.76,0.67,8.23,1.91
57328,CRY,Clyne,D,3.8,0.0,1.18,0.86,0.69,0.94,0.92,0.9,0.64,0.76,0.74,0.61,8.23,2.17
159533,FUL,Adama,M,5.2,0.49,0.49,0.69,0.62,1.25,1.13,1.01,0.72,0.66,0.59,0.5,8.14,1.57
159506,NFO,Aina,D,4.7,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.04,1.14,2.02,2.48,8.0,1.7
511499,TOT,Tel,M,6.3,0.8,0.82,0.87,0.65,0.69,0.59,0.58,0.83,0.68,0.78,0.67,7.95,1.26
250199,NFO,Dominguez,M,5.0,0.84,0.86,0.81,0.68,0.71,0.65,0.85,0.66,0.73,0.6,0.54,7.93,1.59
532605,CHE,Andrey Santos,M,4.5,0.74,1.15,0.95,0.74,0.6,0.62,0.65,0.62,0.56,0.71,0.58,7.9,1.76
230001,MUN,Mazraoui,D,4.9,1.04,1.43,1.15,1.03,0.0,0.0,0.0,0.81,0.88,0.78,0.75,7.86,1.6
611922,LIV,Ngumoha,M,4.4,0.67,0.8,0.57,0.57,0.96,1.11,1.17,0.62,0.48,0.76,0.0,7.7,1.75
216646,NEW,Wissa,F,7.3,0.0,0.0,0.0,0.88,0.0,0.0,0.0,1.08,1.33,1.75,2.62,7.66,1.05
549912,SUN,Talbi,M,5.0,1.08,0.91,0.95,1.05,0.0,0.0,0.0,0.72,0.67,0.9,1.08,7.38,1.48
489888,BOU,Adli,M,5.4,1.4,1.26,1.2,1.08,0.0,0.0,0.0,0.36,0.48,0.64,0.95,7.37,1.36
564940,WHU,S.Magassa,M,5.0,0.44,0.44,0.6,0.52,0.77,0.8,1.2,0.68,0.66,0.58,0.65,7.34,1.47
223336,SUN,Neil,M,4.8,0.0,0.43,0.29,0.0,1.69,1.66,1.62,0.57,0.56,0.41,0.0,7.22,1.5
168636,BOU,Enes Ünal,F,5.4,0.63,0.78,0.76,0.71,1.05,0.63,0.6,0.45,0.63,0.48,0.44,7.15,1.32
547701,TOT,Gray,M,4.8,0.44,0.42,0.55,0.59,0.87,0.86,0.91,0.75,0.6,0.62,0.49,7.11,1.48
229384,WHU,Irving,M,4.4,0.49,0.49,0.56,0.53,0.73,0.8,0.85,0.64,0.66,0.61,0.75,7.09,1.61
225321,NEW,Ramsdale,G,4.8,0.5,0.55,0.56,0.67,0.54,0.57,0.7,0.7,0.8,0.67,0.74,7.0,1.46
551210,CHE,Hato,D,4.7,0.0,0.64,0.67,0.79,0.63,0.81,0.73,0.58,0.66,0.76,0.67,6.94,1.48
174592,BUR,Edwards,M,4.7,0.0,0.44,0.44,0.56,0.85,0.89,0.89,0.75,0.83,0.61,0.67,6.94,1.48
158499,BOU,Christie,M,5.0,0.0,0.0,0.0,0.0,0.0,0.66,0.9,1.16,1.52,1.27,1.41,6.92,1.38
235826,LEE,Piroe,F,5.0,0.41,0.6,0.64,0.58,0.69,0.74,0.64,0.72,0.59,0.65,0.59,6.85,1.37
501837,WOL,Mosquera,D,4.3,0.0,0.35,0.33,0.27,1.23,0.83,1.03,1.01,0.77,0.61,0.34,6.77,1.57
461199,SUN,Mundle,M,4.9,0.0,0.0,0.0,0.0,1.35,1.52,1.3,0.77,0.73,0.52,0.41,6.59,1.35
536109,WHU,Scarles,D,4.4,0.0,0.0,0.0,0.0,0.0,0.85,1.32,1.12,1.54,0.9,0.87,6.59,1.5
435973,BUR,Foster,F,5.0,0.88,0.92,0.87,0.99,0.0,0.0,0.0,0.47,0.55,0.74,1.12,6.55,1.31
499169,ARS,Lewis-Skelly,D,5.1,0.4,0.61,0.54,0.86,0.58,0.54,0.56,0.54,0.5,0.53,0.51,6.18,1.21
218328,FUL,Chukwueze,M,5.3,0.78,0.79,0.97,1.07,0.0,0.0,0.0,0.47,0.51,0.72,0.84,6.15,1.16
231065,BRE,Pinnock,D,4.3,0.0,0.42,0.62,0.68,0.63,0.7,0.67,0.61,0.73,0.44,0.6,6.1,1.42
77794,NEW,Trippier,D,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.83,1.07,1.31,1.24,1.24,6.08,1.22
463981,BOU,Hill,D,4.0,0.0,0.62,0.55,0.55,0.87,0.57,0.51,0.56,0.61,0.54,0.53,5.91,1.48
242880,CHE,B.Badiashile,D,4.4,0.34,0.58,0.57,0.57,0.49,0.64,0.53,0.42,0.57,0.62,0.56,5.89,1.34
194010,BRE,Henry,D,4.3,0.0,0.0,0.44,0.57,0.6,0.61,0.72,0.65,0.79,0.51,0.65,5.54,1.29
535818,SUN,Adingra,M,5.0,0.76,0.72,0.71,0.74,0.0,0.0,0.0,0.53,0.52,0.68,0.76,5.43,1.09
480455,EVE,Branthwaite,D,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,4.35,5.4,1.02
465527,BUR,Hannibal,M,4.8,0.51,0.69,0.66,0.76,0.0,0.0,0.0,0.48,0.48,0.56,0.92,5.07,1.06
519895,BUR,Sonne,D,3.9,0.0,0.44,0.35,0.47,0.53,0.71,0.63,0.5,0.51,0.33,0.46,4.93,1.26
15157,BHA,Milner,M,4.9,0.0,0.0,0.0,0.0,0.74,0.7,0.97,0.84,0.57,0.56,0.42,4.79,0.98
218364,CRY,Sosa,D,4.8,0.0,0.0,0.0,0.44,0.63,0.8,0.73,0.49,0.58,0.62,0.48,4.77,0.99
88894,AVL,Barkley,M,4.8,0.0,0.0,0.0,0.42,0.9,0.56,0.56,0.63,0.6,0.62,0.48,4.77,0.99
221399,LEE,Harrison,M,5.1,0.0,0.41,0.4,0.42,0.47,0.5,0.41,0.48,0.39,0.44,0.44,4.37,0.86
167512,SUN,O'Nien,D,4.0,0.0,0.0,0.0,0.37,0.61,0.87,0.56,0.55,0.5,0.43,0.45,4.33,1.08
59949,EVE,Coleman,D,4.3,0.0,0.0,0.0,0.0,0.34,0.86,0.79,0.7,0.69,0.5,0.44,4.31,1.0
461188,BUR,Humphreys,D,4.0,0.0,0.36,0.31,0.45,0.45,0.56,0.54,0.4,0.44,0.34,0.41,4.26,1.07
109345,BHA,March,M,5.8,0.0,0.0,0.0,0.0,0.74,0.44,0.63,0.75,0.49,0.59,0.5,4.14,0.71
128295,ARS,Nørgaard,M,5.2,0.0,0.5,0.41,0.44,0.39,0.41,0.4,0.38,0.42,0.38,0.41,4.14,0.8
243571,EVE,Patterson,D,4.4,0.0,0.0,0.0,0.0,0.62,0.83,0.62,0.6,0.57,0.42,0.45,4.13,0.94
514356,CHE,Lavia,M,4.9,0.0,0.0,0.0,0.0,0.48,0.62,0.65,0.55,0.58,0.58,0.59,4.06,0.83
549074,BHA,Watson,M,4.8,0.78,1.31,1.31,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.83
577114,WHU,L.Guilherme,M,4.9,0.35,0.0,0.0,0.37,0.51,0.53,0.56,0.4,0.44,0.39,0.42,3.98,0.81
461195,SUN,Cirkin,D,4.0,0.0,0.0,0.0,0.0,0.9,1.28,0.82,0.48,0.46,0.0,0.0,3.95,0.99
444884,AVL,Elliott,M,5.4,0.0,0.0,0.0,0.0,0.72,0.51,0.5,0.61,0.51,0.52,0.44,3.81,0.7
437738,LEE,Bornauw,D,3.9,0.0,0.0,0.29,0.36,0.36,0.46,0.35,0.47,0.36,0.48,0.48,3.61,0.93
222690,MUN,Malacia,D,3.8,0.0,0.0,0.0,0.0,0.77,0.86,0.98,0.44,0.49,0.0,0.0,3.55,0.93
549329,BUR,Lucas Pires,D,3.8,0.0,0.0,0.28,0.35,0.4,0.53,0.46,0.38,0.43,0.3,0.4,3.52,0.93
550090,BHA,Coppola,D,4.3,0.0,0.35,0.54,0.0,0.45,0.3,0.49,0.64,0.0,0.35,0.37,3.48,0.81
428580,BRE,Onyeka,M,4.9,0.39,0.4,0.49,0.62,0.0,0.0,0.0,0.34,0.0,0.39,0.61,3.24,0.66
215460,SUN,Poveda,M,4.8,0.0,0.0,0.0,0.0,0.8,0.94,0.78,0.36,0.0,0.0,0.0,2.89,0.6
105717,SUN,Masuaku,D,3.9,0.0,0.26,0.29,0.4,0.0,0.0,0.0,0.43,0.43,0.52,0.4,2.72,0.7
449027,LIV,Mamardashvili,G,4.3,0.0,0.0,0.0,0.0,0.33,0.4,0.46,0.41,0.33,0.41,0.33,2.67,0.62
499300,EVE,Aznou,D,4.3,0.34,0.5,0.77,0.33,0.35,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.53
184667,AVL,Lindelöf,D,4.5,0.0,0.0,0.0,0.0,0.39,0.3,0.31,0.45,0.35,0.42,0.0,2.22,0.49
626464,BRE,Nunes,M,4.9,0.0,0.0,0.0,0.0,0.47,0.46,0.52,0.35,0.0,0.0,0.0,1.8,0.37
210156,NFO,Awoniyi,F,5.2,0.0,0.0,0.41,0.48,0.0,0.0,0.0,0.0,0.0,0.34,0.54,1.78,0.34
465680,NFO,Kalimuendo,F,6.0,0.72,0.58,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.29
608181,BHA,Tzimas,F,5.3,0.0,0.55,0.71,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.31
499175,ARS,Nwaneri,M,5.1,0.59,0.62,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.32
538207,NEW,Osula,F,5.5,0.0,0.0,0.0,0.0,0.43,0.4,0.5,0.0,0.0,0.0,0.0,1.33,0.24
158983,LIV,Endo,M,4.9,0.0,0.47,0.46,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.27
606798,AVL,A.García,D,3.9,0.0,0.0,0.0,0.0,0.35,0.0,0.3,0.38,0.0,0.0,0.31,1.33,0.34
575458,NFO,Jair Cunha,D,4.3,0.0,0.48,0.43,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.28,0.3
647850,BHA,Kostoulas,F,4.8,0.0,0.58,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.27
483081,WOL,R.Gomes,D,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.67,1.25,0.28
515597,AVL,Bogarde,D,4.0,0.0,0.0,0.0,0.0,0.39,0.3,0.0,0.39,0.0,0.0,0.0,1.07,0.27
536916,CHE,Buonanotte,M,4.7,0.0,0.51,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.22
450539,BRE,Peart-Harris,M,4.4,0.0,0.0,0.0,0.0,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.99,0.22
208912,BUR,Worrall,D,3.9,0.0,0.0,0.0,0.0,0.28,0.37,0.32,0.0,0.0,0.0,0.0,0.96,0.25
596047,MUN,Obi,F,4.3,0.53,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.21
515621,CRY,Chadi Riad,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.42,0.82,0.2
227127,TOT,Bissouma,M,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.43,0.81,0.16
606745,MUN,Heaven,D,3.8,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.19
153366,FUL,Reed,M,4.3,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.68,0.16
200089,NEW,Willock,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.1
575901,BOU,Soler,D,4.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.11
115556,TOT,Davies,D,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.08
113564,LEE,Byram,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.35,0.09
111773,NEW,Krafth,D,4.3,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.08
241231,BUR,Jordan,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.08
567121,BHA,Knight,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588796,ARS,Kabia,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599303,NEW,Neave,F,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591385,FUL,Amissah,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596042,LIV,Morrison,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590014,CRY,Cardines,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547037,MUN,J.Fletcher,M,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461537,MUN,Mee,G,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447715,BUR,A.Ramsey,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492066,SUN,Huggins,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474907,EVE,Welch,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493837,SUN,Matete,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483364,WHU,Hegyi,G,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219937,LIV,R.Williams,D,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504296,EVE,Ebere,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606775,BOU,Winterburn,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551221,ARS,Setford,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499726,TOT,Olusesi,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556639,MUN,Fitzgerald,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547720,BHA,Tasker,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576323,BUR,Adewumi,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481283,AVL,Wright,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97846,LEE,Cairns,G,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447325,EVE,Tyrer,G,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221389,NFO,John,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518030,BUR,Weiss,G,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224995,BOU,Sinisterra,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451302,MUN,Bayindir,G,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611134,CHE,Paez,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492831,BUR,Amdouni,F,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535928,LIV,Bajcetic,M,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437495,LEE,Meslier,G,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469247,AVL,Iling Jr,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451432,NFO,David Carmo,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155405,MCI,Phillips,M,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587178,AVL,Yasin,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553299,TOT,Takai,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577974,MUN,Amass,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661712,MUN,D.Leon,D,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622758,CHE,Anselmino,D,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536694,CRY,M.França,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610799,TOT,Vuskovic,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436893,BOU,J.Araujo,D,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499309,CHE,Marc Guiu,F,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549939,CHE,Penders,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214285,LIV,Tsimikas,D,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432720,MCI,Trafford,G,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591386,LIV,Nyoni,M,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560441,NFO,Cuiabano,D,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631786,FUL,Kusi-Asare,F,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441192,BHA,Sarmiento,M,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232571,SUN,Patterson,G,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499721,TOT,Moore,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517052,CHE,N.Jackson,F,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460028,CHE,Colwill,D,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213999,WHU,Álvarez,M,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606921,CRY,Esse,M,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215711,AVL,Bailey,M,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235674,TOT,Solomon,M,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91651,MCI,Kovačić,M,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211975,MCI,Akanji,D,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172780,TOT,Maddison,M,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149519,WHU,Cornet,M,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623095,TOT,Min-hyeok,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450542,CRY,J.Rak-Sakyi,M,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197024,WHU,G.Rodriguez,M,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611695,BHA,Yalcouye,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510500,NFO,Jota,M,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438098,ARS,Fábio Vieira,M,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491287,AVL,Barrenechea,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566164,MCI,Nypan,M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
